"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Bicep Curl (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Triceps Pushdown (Cable - Straight Bar)";"1";"25.0";"12";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Triceps Pushdown (Cable - Straight Bar)";"2";"30.0";"12";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Triceps Pushdown (Cable - Straight Bar)";"3";"35.0";"10";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Triceps Pushdown (Cable - Straight Bar)";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Chest Fly";"1";"30.0";"12";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Chest Fly";"2";"40.0";"10";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Chest Fly";"3";"50.0";"8";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Lateral Raise (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Lateral Raise (Dumbbell)";"2";"7.5";"12";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Lateral Raise (Dumbbell)";"3";"10.0";"5";"";"";"";"";""
"81";"2025-02-28 14:23:53";"Afternoon Workout";"5047";"Lateral Raise (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Running (Treadmill)";"1";"";"";"";"1000.0";"10.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Hack Squat";"1";"15.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Hack Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Hack Squat";"2";"15.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Hack Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Hack Squat";"3";"25.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Hack Squat";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"1";"15.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"3";"17.5";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"4";"22.5";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Squat (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Press";"1";"90.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Press";"2";"130.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Press";"3";"170.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Extension (Machine)";"1";"40.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Extension (Machine)";"2";"50.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Extension (Machine)";"3";"60.0";"12";"";"";"";"";""
"82";"2025-03-01 17:34:37";"Afternoon Workout";"15111";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Running (Treadmill)";"1";"";"";"";"700.0";"7.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Running (Treadmill)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Barbell)";"1";"7.5";"12";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Barbell)";"2";"10.0";"10";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Barbell)";"3";"10.0";"8";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Chest Fly";"1";"30.0";"12";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Chest Fly";"2";"35.0";"12";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Chest Fly";"3";"35.0";"8";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Chest Fly";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Dumbbell)";"3";"12.5";"5";"";"";"";"";""
"83";"2025-03-03 14:31:53";"Afternoon Workout";"11002";"Bench Press (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Elliptical Machine";"1";"";"";"";"1000.0";"10.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"1";"0.0";"25";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"2";"0.0";"25";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"3";"0.0";"25";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"4";"0.0";"25";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"1";"30.0";"15";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"2";"50.0";"15";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"3";"60.0";"15";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"4";"60.0";"15";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Squat (Smith Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"1";"100.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"2";"130.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"3";"190.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"4";"200.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Extension (Machine)";"1";"40.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Extension (Machine)";"2";"50.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Extension (Machine)";"3";"60.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Stiff Leg Deadlift (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Stiff Leg Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Stiff Leg Deadlift (Dumbbell)";"2";"5.0";"12";"";"";"";"";""
"84";"2025-03-04 19:07:22";"Evening Workout";"9527";"Stiff Leg Deadlift (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Pull Up (Assisted)";"1";"60.0";"8";"";"";"";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Pull Up (Assisted)";"Rest Timer";"";"";"";"";"120.0";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Pull Up (Assisted)";"2";"60.0";"8";"";"";"";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Pull Up (Assisted)";"Rest Timer";"";"";"";"";"120.0";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Pull Up (Assisted)";"3";"60.0";"8";"";"";"";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Pull Up (Assisted)";"Rest Timer";"";"";"";"";"120.0";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Rack Pull (Barbell)";"1";"20.0";"12";"";"";"";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Rack Pull (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Rack Pull (Barbell)";"2";"20.0";"12";"";"";"";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Rack Pull (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Rack Pull (Barbell)";"3";"40.0";"12";"";"";"";"";""
"85";"2025-03-06 17:47:15";"Afternoon Workout";"6296";"Rack Pull (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Elliptical Machine";"1";"";"";"";"500.0";"5.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Squat (Bodyweight)";"1";"0.0";"25";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Squat (Bodyweight)";"2";"0.0";"25";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Squat (Bodyweight)";"3";"0.0";"100";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Squat (Bodyweight)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Press";"1";"150.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Press";"2";"190.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Press";"3";"210.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Press";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Lunge (Dumbbell)";"1";"15.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Lunge (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Lunge (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Lunge (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Lunge (Dumbbell)";"3";"15.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Lunge (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Extension (Machine)";"1";"40.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Extension (Machine)";"2";"50.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Extension (Machine)";"3";"50.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Leg Extension (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Hip Abductor (Machine)";"1";"40.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Hip Abductor (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Hip Abductor (Machine)";"2";"45.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Hip Abductor (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Hip Abductor (Machine)";"3";"50.0";"10";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Hip Abductor (Machine)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Seated Calf Raise (Plate Loaded)";"1";"25.0";"12";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Seated Calf Raise (Plate Loaded)";"2";"32.5";"10";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Seated Calf Raise (Plate Loaded)";"3";"42.5";"10";"";"";"";"";""
"86";"2025-03-07 19:28:59";"Evening Workout";"5315";"Seated Calf Raise (Plate Loaded)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Elliptical Machine";"1";"";"";"";"1000.0";"8.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Pull Up (Assisted)";"1";"60.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Pull Up (Assisted)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Pull Up (Assisted)";"2";"55.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Pull Up (Assisted)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Pull Up (Assisted)";"3";"50.0";"10";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Pull Up (Assisted)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Lat Pulldown (Cable)";"1";"30.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Lat Pulldown (Cable)";"2";"40.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Lat Pulldown (Cable)";"3";"40.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Lat Pulldown (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Rack Pull (Barbell)";"1";"40.0";"10";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Rack Pull (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Rack Pull (Barbell)";"2";"40.0";"10";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Rack Pull (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Rack Pull (Barbell)";"3";"40.0";"10";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Rack Pull (Barbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Seated Row (Cable)";"1";"25.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Seated Row (Cable)";"2";"35.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Seated Row (Cable)";"3";"45.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Seated Row (Cable)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Bent Over One Arm Row (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Bent Over One Arm Row (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Bent Over One Arm Row (Dumbbell)";"3";"20.0";"6";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Bent Over One Arm Row (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Back Extension";"1";"0.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Back Extension";"2";"0.0";"12";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Back Extension";"3";"0.0";"10";"";"";"";"";""
"87";"2025-03-10 17:48:21";"Afternoon Workout";"6622";"Back Extension";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Elliptical Machine";"1";"";"";"";"1000.0";"8.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Elliptical Machine";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Push Up";"1";"0.0";"15";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Push Up";"2";"0.0";"10";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Push Up";"3";"0.0";"10";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Push Up";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Incline Chest Fly (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Incline Chest Fly (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Incline Chest Fly (Dumbbell)";"3";"15.0";"12";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Incline Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Chest Fly (Dumbbell)";"1";"10.0";"12";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Chest Fly (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"88";"2025-03-11 17:15:26";"Afternoon Workout";"4538";"Chest Fly (Dumbbell)";"Rest Timer";"";"";"";"";"120.0";"";""
