"Workout #";"Date";"Workout Name";"Duration (sec)";"Exercise Name";"Set Order";"Weight (kg)";"Reps";"RPE";"Distance (meters)";"Seconds";"Notes";"Workout Notes"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Running (Treadmill)";"1";"";"";"";"2000.0";"15.0";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Squat (Barbell)";"1";"10.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Squat (Barbell)";"2";"20.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Squat (Barbell)";"3";"30.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Squat (Barbell)";"4";"40.0";"10";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Press";"1";"90.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Press";"2";"120.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Press";"3";"140.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Press";"4";"170.0";"10";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Extension (Machine)";"1";"30.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Extension (Machine)";"2";"40.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Extension (Machine)";"3";"50.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Leg Extension (Machine)";"4";"60.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Lying Leg Curl (Machine)";"1";"20.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Lying Leg Curl (Machine)";"2";"30.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Lying Leg Curl (Machine)";"3";"40.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Lying Leg Curl (Machine)";"4";"55.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Standing Calf Raise (Machine)";"1";"50.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Standing Calf Raise (Machine)";"2";"90.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Standing Calf Raise (Machine)";"3";"130.0";"12";"";"";"";"";"Leg"
"1";"2023-05-18 19:32:15";"Evening Workout";"17153";"Standing Calf Raise (Machine)";"4";"170.0";"10";"";"";"";"";"Leg"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shoulder Press (Machine)";"1";"20.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shoulder Press (Machine)";"2";"25.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shoulder Press (Machine)";"3";"30.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shoulder Press (Machine)";"4";"35.0";"8";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Plate)";"1";"15.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Plate)";"2";"15.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Plate)";"3";"15.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Plate)";"4";"15.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Lateral Raise (Dumbbell)";"1";"5.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Lateral Raise (Dumbbell)";"2";"5.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Lateral Raise (Dumbbell)";"3";"5.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Lateral Raise (Dumbbell)";"4";"5.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Barbell)";"1";"10.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Barbell)";"2";"10.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Barbell)";"3";"10.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Front Raise (Barbell)";"4";"10.0";"10";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Reverse Fly (Machine)";"1";"30.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Reverse Fly (Machine)";"2";"35.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Reverse Fly (Machine)";"3";"45.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Reverse Fly (Machine)";"4";"45.0";"10";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shrug (Dumbbell)";"1";"10.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shrug (Dumbbell)";"2";"15.0";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shrug (Dumbbell)";"3";"17.5";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Shrug (Dumbbell)";"4";"22.5";"12";"";"";"";"";"Shoulder"
"2";"2023-05-19 18:19:29";"Evening Workout";"4246";"Running (Treadmill)";"1";"";"";"";"1000.0";"7.0";"";"Shoulder"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Running (Treadmill)";"1";"";"";"";"1000.0";"8.0";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Pushdown (Cable - Straight Bar)";"1";"15.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Pushdown (Cable - Straight Bar)";"2";"20.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Pushdown (Cable - Straight Bar)";"3";"30.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Pushdown (Cable - Straight Bar)";"4";"35.0";"10";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Extension (Dumbbell)";"1";"5.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Extension (Dumbbell)";"2";"10.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Extension (Dumbbell)";"3";"12.5";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Triceps Extension (Dumbbell)";"4";"15.0";"10";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Bench Dip";"1";"0.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Bench Dip";"2";"0.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Bench Dip";"3";"0.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Bench Dip";"4";"0.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Iso-Lateral Row (Machine)";"1";"10.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Iso-Lateral Row (Machine)";"2";"20.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Iso-Lateral Row (Machine)";"3";"30.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Iso-Lateral Row (Machine)";"4";"40.0";"6";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Lat Pulldown (Cable)";"1";"60.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Lat Pulldown (Cable)";"2";"70.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Lat Pulldown (Cable)";"3";"70.0";"10";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Lat Pulldown (Cable)";"4";"90.0";"6";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"One arm seated Row";"1";"30.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"One arm seated Row";"2";"35.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"One arm seated Row";"3";"40.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"One arm seated Row";"4";"45.0";"12";"";"";"";"";"Saturday Tricep + Back"
"3";"2023-05-20 17:36:12";"Afternoon Workout";"6378";"Running (Treadmill)";"1";"";"";"";"2800.0";"982.0";"";"Saturday Tricep + Back"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Running (Treadmill)";"1";"";"";"";"1000.0";"10.0";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bench Press (Barbell)";"1";"7.5";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bench Press (Barbell)";"2";"10.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bench Press (Barbell)";"3";"12.5";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bench Press (Barbell)";"4";"15.0";"11";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Incline Bench Press (Barbell)";"1";"7.5";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Incline Bench Press (Barbell)";"2";"7.5";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Incline Bench Press (Barbell)";"3";"7.5";"11";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Incline Bench Press (Barbell)";"4";"7.5";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Pec Deck (Machine)";"1";"25.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Pec Deck (Machine)";"2";"35.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Pec Deck (Machine)";"3";"40.0";"11";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Pec Deck (Machine)";"4";"40.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Preacher Curl (Machine)";"1";"28.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Preacher Curl (Machine)";"2";"35.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Preacher Curl (Machine)";"3";"42.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Preacher Curl (Machine)";"4";"49.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Hammer Curl (Dumbbell)";"1";"7.5";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Hammer Curl (Dumbbell)";"2";"10.0";"10";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Hammer Curl (Dumbbell)";"3";"12.5";"10";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Hammer Curl (Dumbbell)";"4";"12.5";"8";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bicep Curl (Cable)";"1";"20.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bicep Curl (Cable)";"2";"25.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bicep Curl (Cable)";"3";"30.0";"12";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Bicep Curl (Cable)";"4";"35.0";"8";"";"";"";"";"Monday"
"4";"2023-05-22 17:57:16";"Afternoon Workout";"7389";"Running (Treadmill)";"1";"";"";"";"2300.0";"16.0";"";"Monday"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Running (Treadmill)";"1";"";"";"";"800.0";"8.0";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown (Cable)";"1";"60.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown (Cable)";"2";"70.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown (Cable)";"3";"70.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown (Cable)";"4";"70.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Iso-Lateral Row (Machine)";"1";"15.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Iso-Lateral Row (Machine)";"2";"20.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Iso-Lateral Row (Machine)";"3";"25.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Iso-Lateral Row (Machine)";"4";"30.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Seated Row (Cable)";"1";"30.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Seated Row (Cable)";"2";"35.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Seated Row (Cable)";"3";"40.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Seated Row (Cable)";"4";"40.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown - Underhand (Band)";"1";"60.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown - Underhand (Band)";"2";"60.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown - Underhand (Band)";"3";"60.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Lat Pulldown - Underhand (Band)";"4";"60.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Pushdown (Cable - Straight Bar)";"1";"20.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Pushdown (Cable - Straight Bar)";"2";"25.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Pushdown (Cable - Straight Bar)";"3";"30.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Pushdown (Cable - Straight Bar)";"4";"40.0";"11";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Extension (Dumbbell)";"1";"7.5";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Extension (Dumbbell)";"2";"10.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Extension (Dumbbell)";"3";"12.5";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Triceps Extension (Dumbbell)";"4";"15.0";"11";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Bench Dip";"1";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Bench Dip";"2";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Bench Dip";"3";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Bench Dip";"4";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Back Extension";"1";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Back Extension";"2";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Back Extension";"3";"0.0";"12";"";"";"";"";"Back"
"5";"2023-05-23 07:47:59";"Morning Workout";"4797";"Back Extension";"4";"0.0";"12";"";"";"";"";"Back"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Running (Treadmill)";"1";"";"";"";"800.0";"8.0";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Squat (Barbell)";"1";"15.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Squat (Barbell)";"2";"25.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Squat (Barbell)";"3";"35.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Squat (Barbell)";"4";"45.0";"4";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Extension (Machine)";"1";"30.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Extension (Machine)";"2";"40.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Extension (Machine)";"3";"50.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Extension (Machine)";"4";"60.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Lying Leg Curl (Machine)";"1";"20.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Lying Leg Curl (Machine)";"2";"35.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Lying Leg Curl (Machine)";"3";"45.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Lying Leg Curl (Machine)";"4";"60.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Press";"1";"140.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Press";"2";"170.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Leg Press";"3";"190.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Standing Calf Raise (Machine)";"1";"50.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Standing Calf Raise (Machine)";"2";"90.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Standing Calf Raise (Machine)";"3";"140.0";"12";"";"";"";"";"Leg"
"6";"2023-05-24 17:54:59";"Afternoon Workout";"4887";"Standing Calf Raise (Machine)";"4";"190.0";"12";"";"";"";"";"Leg"
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Running (Treadmill)";"1";"";"";"";"500.0";"5.0";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Seated Overhead Press (Dumbbell)";"1";"7.5";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Seated Overhead Press (Dumbbell)";"2";"10.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Seated Overhead Press (Dumbbell)";"3";"12.5";"10";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Seated Overhead Press (Dumbbell)";"4";"12.5";"8";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Dumbbell)";"1";"5.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Dumbbell)";"2";"7.5";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Dumbbell)";"3";"10.0";"8";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Dumbbell)";"4";"7.5";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Cable)";"1";"15.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Cable)";"2";"15.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Cable)";"3";"15.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Front Raise (Cable)";"4";"15.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Reverse Fly (Machine)";"1";"30.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Reverse Fly (Machine)";"2";"35.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Reverse Fly (Machine)";"3";"40.0";"10";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Reverse Fly (Machine)";"4";"45.0";"11";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Shrug (Dumbbell)";"1";"12.5";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Shrug (Dumbbell)";"2";"15.0";"12";"";"";"";"";""
"7";"2023-05-26 18:33:39";"Evening Workout";"3851";"Shrug (Dumbbell)";"3";"15.0";"12";"";"";"";"";""
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Running (Treadmill)";"1";"";"";"";"800.0";"8.0";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Bench Press (Barbell)";"1";"7.5";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Bench Press (Barbell)";"2";"10.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Bench Press (Barbell)";"3";"15.0";"8";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Bench Press (Barbell)";"4";"15.0";"9";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Incline Bench Press (Barbell)";"1";"5.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Incline Bench Press (Barbell)";"2";"7.5";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Incline Bench Press (Barbell)";"3";"7.5";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Incline Bench Press (Barbell)";"4";"10.0";"10";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Decline Bench Press (Barbell)";"1";"5.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Decline Bench Press (Barbell)";"2";"7.5";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Decline Bench Press (Barbell)";"3";"10.0";"6";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Decline Bench Press (Barbell)";"4";"10.0";"9";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Pec Deck (Machine)";"1";"30.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Pec Deck (Machine)";"2";"40.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Pec Deck (Machine)";"3";"50.0";"8";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Pec Deck (Machine)";"4";"40.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Chest Fly (Dumbbell)";"1";"5.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Chest Fly (Dumbbell)";"2";"7.5";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Chest Fly (Dumbbell)";"3";"7.5";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Chest Fly (Dumbbell)";"4";"10.0";"8";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Preacher Curl (Machine)";"1";"35.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Preacher Curl (Machine)";"2";"42.0";"12";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Preacher Curl (Machine)";"3";"49.0";"10";"";"";"";"";"Chest + Biceps 💪"
"8";"2023-05-29 17:23:41";"Afternoon Workout";"8352";"Preacher Curl (Machine)";"4";"56.0";"4";"";"";"";"";"Chest + Biceps 💪"
